map_name,map_size,obstacles_number,num_agents,solver,solved,soc,makespan,simulation_time
random-64-64-20.map,4096,826,250,DCMAPF,True,14058,121,115.5
random-64-64-20.map,4096,826,250,DCMAPF,True,14354,123,115.8
random-64-64-20.map,4096,826,250,DCMAPF,True,13188,130,116.5
random-64-64-20.map,4096,826,250,DCMAPF,True,13916,131,117.6
random-64-64-20.map,4096,826,250,DCMAPF,True,14533,124,120.2
random-64-64-20.map,4096,826,250,DCMAPF,True,14431,125,120.8
random-64-64-20.map,4096,826,250,DCMAPF,True,14716,121,120.9
random-64-64-20.map,4096,826,250,DCMAPF,True,14612,127,120.9
random-64-64-20.map,4096,826,250,DCMAPF,True,13880,132,121.1
random-64-64-20.map,4096,826,250,DCMAPF,True,14448,133,123.1
random-64-64-20.map,4096,826,250,DCMAPF,True,14937,136,123.7
random-64-64-20.map,4096,826,250,DCMAPF,True,15848,136,125.6
random-64-64-20.map,4096,826,250,DCMAPF,True,14226,135,126.6
random-64-64-20.map,4096,826,250,DCMAPF,True,15070,144,127.5
random-64-64-20.map,4096,826,250,DCMAPF,True,14543,149,128.5
random-64-64-20.map,4096,826,250,DCMAPF,True,13989,148,129.1
random-64-64-20.map,4096,826,250,DCMAPF,True,15223,144,130.6
random-64-64-20.map,4096,826,250,DCMAPF,True,14389,158,131.3
random-64-64-20.map,4096,826,250,DCMAPF,True,14882,157,132.8
random-64-64-20.map,4096,826,250,DCMAPF,True,15361,172,134.7
random-64-64-20.map,4096,826,250,DCMAPF,True,17013,182,143.5
random-64-64-20.map,4096,826,300,DCMAPF,True,17233,118,164.0
random-64-64-20.map,4096,826,300,DCMAPF,True,17387,125,177.6
random-64-64-20.map,4096,826,300,DCMAPF,True,17434,140,185.2
random-64-64-20.map,4096,826,300,DCMAPF,True,18295,141,189.6
random-64-64-20.map,4096,826,300,DCMAPF,True,17952,138,192.8
random-64-64-20.map,4096,826,300,DCMAPF,True,18179,145,193.2
random-64-64-20.map,4096,826,300,DCMAPF,True,18289,147,199.4
random-64-64-20.map,4096,826,300,DCMAPF,True,19528,152,204.4
random-64-64-20.map,4096,826,300,DCMAPF,True,18949,152,206.2
random-64-64-20.map,4096,826,300,DCMAPF,True,18998,147,210.0
random-64-64-20.map,4096,826,300,DCMAPF,True,17510,160,211.9
random-64-64-20.map,4096,826,300,DCMAPF,True,18366,158,215.0
random-64-64-20.map,4096,826,300,DCMAPF,True,19102,165,218.9
random-64-64-20.map,4096,826,300,DCMAPF,True,19880,169,220.1
random-64-64-20.map,4096,826,300,DCMAPF,True,19758,155,220.3
random-64-64-20.map,4096,826,300,DCMAPF,True,19455,168,223.1
random-64-64-20.map,4096,826,300,DCMAPF,True,19415,168,223.4
random-64-64-20.map,4096,826,300,DCMAPF,True,20178,176,226.1
random-64-64-20.map,4096,826,300,DCMAPF,True,20389,183,227.6
random-64-64-20.map,4096,826,300,DCMAPF,True,19482,166,229.7
random-64-64-20.map,4096,826,300,DCMAPF,True,19067,193,230.6
random-64-64-20.map,4096,826,300,DCMAPF,True,19914,191,230.8
random-64-64-20.map,4096,826,300,DCMAPF,True,19885,190,231.6
random-64-64-20.map,4096,826,300,DCMAPF,True,19143,200,233.4
random-64-64-20.map,4096,826,300,DCMAPF,True,22375,215,251.8
random-64-64-20.map,4096,826,350,DCMAPF,True,21477,146,265.6
random-64-64-20.map,4096,826,350,DCMAPF,True,22290,144,272.3
random-64-64-20.map,4096,826,350,DCMAPF,True,23323,159,296.8
random-64-64-20.map,4096,826,350,DCMAPF,True,23261,159,307.7
random-64-64-20.map,4096,826,350,DCMAPF,True,23182,176,330.7
random-64-64-20.map,4096,826,350,DCMAPF,True,23809,178,332.6
random-64-64-20.map,4096,826,350,DCMAPF,True,24530,164,340.3
random-64-64-20.map,4096,826,350,DCMAPF,True,23625,176,344.4
random-64-64-20.map,4096,826,350,DCMAPF,True,21931,199,345.3
random-64-64-20.map,4096,826,350,DCMAPF,True,26091,189,355.1
random-64-64-20.map,4096,826,350,DCMAPF,True,25415,183,357.5
random-64-64-20.map,4096,826,350,DCMAPF,True,24742,196,370.8
random-64-64-20.map,4096,826,350,DCMAPF,True,25305,206,376.8
random-64-64-20.map,4096,826,350,DCMAPF,True,27561,193,385.0
random-64-64-20.map,4096,826,350,DCMAPF,True,24054,212,386.3
random-64-64-20.map,4096,826,350,DCMAPF,True,27816,203,393.7
random-64-64-20.map,4096,826,350,DCMAPF,True,26078,239,395.4
random-64-64-20.map,4096,826,350,DCMAPF,True,24809,223,395.8
random-64-64-20.map,4096,826,350,DCMAPF,True,26874,212,402.7
random-64-64-20.map,4096,826,350,DCMAPF,True,26714,230,412.1
random-64-64-20.map,4096,826,350,DCMAPF,True,26475,255,415.1
random-64-64-20.map,4096,826,350,DCMAPF,True,27928,253,423.0
random-64-64-20.map,4096,826,350,DCMAPF,True,28682,257,427.8
random-64-64-20.map,4096,826,350,DCMAPF,True,27942,249,439.5
random-64-64-20.map,4096,826,350,DCMAPF,False,23522,600,510.6
random-64-64-20.map,4096,826,400,DCMAPF,True,28505,178,442.7
